Unidade,Segmento,Família,Código Produto,Produto Descontinuado,UF Origem,Data,Substituto Direto,Indicação,Subs. Troca Expressa
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580496,"MHDX 1104 C/ HD 4TB - GRAV. DIG. DE VÍDEO 4 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 4TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580497,"MHDX 1104 C/ HD 6TB - GRAV. DIG. DE VÍDEO 4 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 6TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580498,"MHDX 1108 C/ HD 4TB - GRAV. DIG. DE VÍDEO 8 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 4TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580499,"MHDX 1108 C/ HD 6TB - GRAV. DIG. DE VÍDEO 8 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 6TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580501,"NVD 1232 C/ HD 1TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 32 CANAIS IP EM FULL HD @ 30 FPS, H.265, 4K, e CAPACIDADE DE ARMAZENAMENTO PARA 1 HD - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580502,"NVD 1232 C/ HD 2TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 32 CANAIS IP EM FULL HD @ 30 FPS, H.265, 4K, e CAPACIDADE DE ARMAZENAMENTO PARA 1 HD - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580503,"NVD 1232 C/ HD 4TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 32 CANAIS IP EM FULL HD @ 30 FPS, H.265, 4K, e CAPACIDADE DE ARMAZENAMENTO PARA 1 HD - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580518,"MHDX 1104 C/ HD 8TB - GRAV. DIG. DE VÍDEO 4 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 8TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580519,"MHDX 1104 C/ HD 10TB - GRAV. DIG. DE VÍDEO 4 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 10TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580520,"MHDX 1104 C/ HD 12TB - GRAV. DIG. DE VÍDEO 4 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 12TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580521,"MHDX 1108 C/ HD 8TB - GRAV. DIG. DE VÍDEO 8 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 8TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580522,"MHDX 1108 C/ HD 10TB - GRAV. DIG. DE VÍDEO 8 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 10TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580523,"MHDX 1108 C/ HD 12TB - GRAV. DIG. DE VÍDEO 8 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 12TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580524,"MHDX 1116 C/ HD 12TB - GRAV. DIG. DE VÍDEO 16 CANAIS 1080p LITE - INTELBRAS MULTI-HD® SÉRIE 1000 - H.265, H.265+, Nova interface gráfica, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 12TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580526,"MHDX 3104 C/ HD 8TB - GRAV. DIG. DE VÍDEO 4 CANAIS 4MP LITE - INTELBRAS MULTI-HD® SÉRIE 3000 - H.265, H.265+, Nova interface gráfica, Inteligência de vídeo, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 8TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580527,"MHDX 3104 C/ HD 10TB - GRAV. DIG. DE VÍDEO 4 CANAIS 4MP LITE - INTELBRAS MULTI-HD® SÉRIE 3000 - H.265, H.265+, Nova interface gráfica, Inteligência de vídeo, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 10TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA ",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580528,"MHDX 3104 C/ HD 12TB - GRAV. DIG. DE VÍDEO 4 CANAIS 4MP LITE - INTELBRAS MULTI-HD® SÉRIE 3000 - H.265, H.265+, Nova interface gráfica, Inteligência de vídeo, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 12TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA ",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580529,"MHDX 3108 C/ HD 12TB - GRAV. DIG. DE VÍDEO 8 CANAIS 4MP LITE - INTELBRAS MULTI-HD® SÉRIE 3000 - H.265, H.265+, Nova interface gráfica, Inteligência de vídeo, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 12TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA ",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580530,"MHDX 3116 C/ HD 12TB - GRAV. DIG. DE VÍDEO 16 CANAIS 4MP LITE - INTELBRAS MULTI-HD® SÉRIE 3000 - H.265, H.265+, Nova interface gráfica, Inteligência de vídeo, HDCVI + HDTVI + AHD + IP + ANALÓGICO com HD de 12TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580549,"NVD 7132 C/ HD 6TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 32 CANAIS IP EM FULL HD @ 30 FPS, INTELIGÊNCIA DE VIDEO EM TODOS OS CANAIS, H.265, SUPORTE PARA 8HDS E SUPORTA CÂMERAS COM RESOLUÇÃO 4K - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580550,"NVD 1304 C/ HD 1TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 4 CANAIS IP EM FULL HD @ 30 FPS, H.265, ONVIF PERFIL S com HD de 1TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580551,"NVD 1304 C/ HD 2TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 4 CANAIS IP EM FULL HD @ 30 FPS, H.265, ONVIF PERFIL S com HD de 2TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580552,"NVD 1308 C/ HD 1TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 8 CANAIS IP EM FULL HD @ 30 FPS, H.265, ONVIF PERFIL S e com HD de 1TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580553,"NVD 1308 C/ HD 2TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 8 CANAIS IP EM FULL HD @ 30 FPS, H.265, ONVIF PERFIL S e com HD de 2TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580554,"NVD 1316 C/ HD 1TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP, H.265, SUPORTA RESOLUÇÃO ATÉ 8MP, HD de 1TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580555,"NVD 1316 C/ HD 2TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP, H.265, SUPORTA RESOLUÇÃO ATÉ 8MP, HD de 2TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580556,"NVD 1232 C/ HD 6TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 32 CANAIS IP EM FULL HD @ 30 FPS, H.265, 4K, e HD DE 6TB EMBARCADO DE FÁBRICA - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580557,"NVD 1232 C/ HD 8TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 32 CANAIS IP EM FULL HD @ 30 FPS, H.265, 4K, e HD DE 8TB EMBARCADO DE FÁBRICA - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580558,"NVD 1232 C/ HD 10TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 32 CANAIS IP EM FULL HD @ 30 FPS, H.265, 4K, e HD DE 10TB EMBARCADO DE FÁBRICA - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580559,"NVD 1304 C/ HD 3TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 4 CANAIS IP EM FULL HD @ 30 FPS, H.265, ONVIF PERFIL S com HD de 3TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580560,"NVD 1304 C/ HD 4TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 4 CANAIS IP EM FULL HD @ 30 FPS, H.265, ONVIF PERFIL S com HD de 4TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580561,"NVD 1308 C/ HD 3TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 8 CANAIS IP EM FULL HD @ 30 FPS, H.265, ONVIF PERFIL S e com HD de 3TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580562,"NVD 1308 C/ HD 4TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 8 CANAIS IP EM FULL HD @ 30 FPS, H.265, ONVIF PERFIL S e com HD de 4TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580563,"NVD 1316 C/ HD 3TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP, H.265, SUPORTA RESOLUÇÃO ATÉ 8MP, HD de 3TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580564,"NVD 1316 C/ HD 4TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP, H.265, SUPORTA RESOLUÇÃO ATÉ 8MP, HD de 4TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580565,"NVD 1316 C/ HD 6TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP, H.265, SUPORTA RESOLUÇÃO ATÉ 8MP, HD de 6TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580566,"NVD 1316 C/ HD 8TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP, H.265, SUPORTA RESOLUÇÃO ATÉ 8MP, HD de 8TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580567,"NVD 1316 C/ HD 10TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP, H.265, SUPORTA RESOLUÇÃO ATÉ 8MP, HD de 10TB instalado - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580568,"NVD 3116 C/ HD 3TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP EM FULL HD @ 30 FPS, INTELIGÊNCIA DE VÍDEO EM TODOS OS CANAIS, H.265, SUPORTE PARA 2HDS E SUPORTA CÂMERAS COM RESOLUÇÃO 4K - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580569,"NVD 3116 C/ HD 6TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP EM FULL HD @ 30 FPS, INTELIGÊNCIA DE VÍDEO EM TODOS OS CANAIS, H.265, SUPORTE PARA 2HDS E SUPORTA CÂMERAS COM RESOLUÇÃO 4K - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580570,"NVD 3116 COM HD 8TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP EM FULL HD @ 30 FPS, INTELIGÊNCIA DE VÍDEO EM TODOS OS CANAIS, H.265, SUPORTE PARA 2HDS E SUPORTA CÂMERAS COM RESOLUÇÃO 4K - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580571,"NVD 3116 COM HD 10TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP EM FULL HD @ 30 FPS, INTELIGÊNCIA DE VÍDEO EM TODOS OS CANAIS, H.265, SUPORTE PARA 2HDS E SUPORTA CÂMERAS COM RESOLUÇÃO 4K - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM ATÉ 45 DIAS",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580572,"NVD 3116 P C/ HD 3TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP EM FULL HD @ 30 FPS, COM 16 PORTAS POE, INTELIGÊNCIA DE VÍDEO EM TODOS OS CANAIS, H.265, SUPORTE PARA 2HDS E SUPORTA CÂMERAS COM RESOLUÇÃO 4K - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM AT",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580573,"NVD 3116 P C/ HD 6TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP EM FULL HD @ 30 FPS, COM 16 PORTAS POE, INTELIGÊNCIA DE VÍDEO EM TODOS OS CANAIS, H.265, SUPORTE PARA 2HDS E SUPORTA CÂMERAS COM RESOLUÇÃO 4K - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM AT",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580574,"NVD 3116 P C/ HD 8TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP EM FULL HD @ 30 FPS, COM 16 PORTAS POE, INTELIGÊNCIA DE VÍDEO EM TODOS OS CANAIS, H.265, SUPORTE PARA 2HDS E SUPORTA CÂMERAS COM RESOLUÇÃO 4K - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM AT",SC,nov.-21,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,4580575,"NVD 3116 P C/ HD 10TB - GRAV. DIG. DE VÍDEO EM REDE PARA ATÉ 16 CANAIS IP EM FULL HD @ 30 FPS, COM 16 PORTAS POE, INTELIGÊNCIA DE VÍDEO EM TODOS OS CANAIS, H.265, SUPORTE PARA 2HDS E SUPORTA CÂMERAS COM RESOLUÇÃO 4K - PRODUÇÃO CUSTOMIZADA COM ENTREGA EM A",SC,nov.-21,-,-,-
