Unidade,Segmento,Família,Código Produto,Produto Descontinuado,UF Origem,Data,Substituto Direto,Indicação,Subs. Troca Expressa
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4567007,CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3105 G2,SC,dez.-23,4567013 -CAMERA DE TV P/SISTEMA DE SEGURANCA VHDM 3105 G3            ,-,4567013 -CAMERA DE TV P/SISTEMA DE SEGURANCA VHDM 3105 G3            
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4567008,CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3125 G2,SC,dez.-23,4567014 -CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3125 G3          ,-,4567014 -CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3125 G3          
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4567009,CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3100 G2,SC,dez.-23,4567012 -CAMERA DE TV P/SISTEMA DE SEGURANCA VHDM 3100 G3            ,-,4567012 -CAMERA DE TV P/SISTEMA DE SEGURANCA VHDM 3100 G3            
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580210,UPS No break - Sis.Rast.Veicular,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580211,CARTAO SD 32G - SIS.RAST.VEICULAR,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580212,CARTÃO SD 64G - SIS.RAST.VEICULAR,SC,dez.-23,4600037 -CARTAO SDCARD 64GB 100MB/s 3000 CICLOS SIS.RAST.VEICULAR    ,-,4600037 -CARTAO SDCARD 64GB 100MB/s 3000 CICLOS SIS.RAST.VEICULAR    
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580213,CARTAO SD 128G - SIS.RAST.VEICULAR,SC,dez.-23,4600039 -CARTAO SDCARD 128GB 100MB/s 3000 CICLOS SIS.RAST.VEICULAR   ,-,4600039 -CARTAO SDCARD 128GB 100MB/s 3000 CICLOS SIS.RAST.VEICULAR   
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580238,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5106 GW,SC,dez.-23,-,4581080 - SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5404 GW         ,4581080 - SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5404 GW         
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580240,CAMERA DE TV P/ SISTEMAS DE SEGURANCA VMM 3005 IR,SC,dez.-23,-,4567013 - CAMERA DE TV P/SISTEMA DE SEGURANCA VHDM 3105 G3            ,4567013 - CAMERA DE TV P/SISTEMA DE SEGURANCA VHDM 3105 G3            
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580241,CAMERA DE TV P/ SISTEMAS DE SEGURANCA VMM 3015 IR,SC,dez.-23,-,4567014 - CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3125 G3          ,4567014 - CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3125 G3          
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580242,CAMERA DE TV P/ SISTEMAS DE SEGURANCA VMM 5008 IR,SC,dez.-23,-,4567014 - CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3125 G3          ,4567014 - CAMERA DE TV P/ SISTEMAS DE SEGURANCA VHDM 3125 G3          
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580243,CAMERA DE TV IP P/SISTEMAS DE SEGURANCA VIPM 1108,SC,dez.-23,-,4950065 - CAMERA DE VIDEO IP VIPM 3230 VEICULAR                       ,4950065 - CAMERA DE VIDEO IP VIPM 3230 VEICULAR                       
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580246,Cabo Aviation Extensor 6 VIAS - 3 METROS,SC,dez.-23,4580253 -CABO AVIATION EXTENSOR 4 VIAS -3 METROS                     ,-,4580253 -CABO AVIATION EXTENSOR 4 VIAS -3 METROS                     
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580247,Cabo Aviation Extensor 6 VIAS - 7 METROS,SC,dez.-23,4580254 -CABO AVIATION 7M EXTENSOR 4 VIAS PRETO                      ,-,4580254 -CABO AVIATION 7M EXTENSOR 4 VIAS PRETO                      
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580251,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 1105 W,SC,dez.-23,4950035 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 W          ,-,4950035 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 W          
SEGURANCA ELETRONICA,Gerenciamento de Imagem,TMR - Tecnologias Monit. e Rastreamento,4580258,LEITOR DE HD MVD 5106,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580264,CABO AVIATION EXTENSOR 4 VIAS - 23 metros,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580313,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 1204,SC,dez.-23,4581077 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 1404            ,-,4581077 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 1404            
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580314,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3204 W,SC,dez.-23,4950035 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 W          ,-,4950035 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 W          
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580315,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3204 GW,SC,dez.-23,4581079 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 GW         ,-,4581079 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 GW         
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580316,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5204 GW,SC,dez.-23,4581080 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5404 GW         ,-,4581080 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5404 GW         
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580322,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5208 GW,SC,dez.-23,4581080 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5404 GW         ,-,4581080 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5404 GW         
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580336,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3204 W V-AUTO,SC,dez.-23,4950035 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 W          ,-,4950035 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 W          
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580337,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3204 GW V-AUTO,SC,dez.-23,4581079 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 GW         ,-,4581079 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 3404 GW         
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580338,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5204 GW V-AUTO,SC,dez.-23,4581080 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5404 GW         ,-,4581080 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 5404 GW         
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580711,SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 1204 V-AUTO,SC,dez.-23,4581077 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 1404            ,-,4581077 -SISTEMA RASTREAMENTO E GERENC. VEICULAR MVD 1404            
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600077,"HD WD 1 TB (2,5' ' - PARA DVRS VEICULARES)",SC,dez.-23,-,4600021 - CARTAO SDCARD 256GB 100MB/s 3000 CICLOS SIS.RAST.VEICULAR   ,4600021 - CARTAO SDCARD 256GB 100MB/s 3000 CICLOS SIS.RAST.VEICULAR   
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600141,CONECTOR AVIATION PLUG 4 VIAS (4 PARES),SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600148,CABO EXTENSOR SERIAL MVD 1204-5208,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600149,CABO CONVERSOR USB / SATA LINHA MVD,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600150,BOTAO DE ACIONAMENTO ELETRICO DE PANICO-MVD,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600152,CABO EXTENSOR AVIATION 4 VIAS FEMEA-3 METROS,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600153,CABO AVIATION -BNC 4 VIAS,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600154,CABO AVIATION CONVERSOR - 10 VIAS P/4 VIAS,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600155,CABO AVIATION CONVERSOR + RS232 - 10 VIAS P/4 VIAS,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600156,CABO AVIATION -RCA 4 VIAS,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600157,CABO AVIATION EXTENSOR 10 VIAS - 5 METROS,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4603364,CARTAO SD 64GB CLASSE 10 INDUSTRIAL,SC,dez.-23,4600037 -CARTAO SDCARD 64GB 100MB/s 3000 CICLOS SIS.RAST.VEICULAR    ,-,4600037 -CARTAO SDCARD 64GB 100MB/s 3000 CICLOS SIS.RAST.VEICULAR    
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4010060,HEADSET CHS 60B USB,SC,dez.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4010083,HEADSET V2 WHS 80 BT,SC,dez.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4013310,TELEFONE HEADSET BDI10,SC,dez.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4100016,CORDAO QD TIPO Y QDY 15,SC,dez.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564044,CAMERA VIDEO IP VIP 3260 Z G2,AM,dez.-23,4570019 - CAMERA IP DE VIDEO BULLET VIP 3260 Z IA,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564206,CAMERA DE VIDEO IP DOME VIP 3430 D G2,AM,dez.-23,4570018 - CAMERA IP DE VIDEO DOME VIP 3430 D IA,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564207,CAMERA DE VIDEO IP BULLET VIP 3430 B G2,AM,dez.-23,4570017 - CAMERA IP DE VIDEO BULLET VIP 3430 B IA,-,-
CONTROLE DE ACESSOS,Sistemas Automatizados,Automatizadores de Portoes,4661600,AUTOMATIZADOR DE PORTAO 220V-DI 1600,SC,dez.-23,-,4660802 - Automatizador de Portão DC 800 FAST,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4688004,SUPORTE P/CONTROLADOR DE ACESSO FACIAL SC 5000,SC,dez.-23,4680032 - SC 3000,-,-
REDES,Redes Opticas,Roteadores,4750095,ROTEADOR WIRELESS W5-1200G,SC,dez.-23,4750201 - ROTEADOR WI-FI W5-1200GS,-,4750201 - ROTEADOR WI-FI W5-1200GS
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4910094,EXPOSITOR MALETA CONTROLE DE ACESSO CORPORATIVO,SC,dez.-23,-,-,-
CONSUMO,Comunicacao HO,Perifericos de TV,4143011,SMART BOX ANDROID TV IZY PLAY,AM,nov.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4810041,VB 502 B G2,SC,nov.-23,4810040 - TRANSFORMADOR BALUN PASSIVO DE VIDEO VB 503 B G2 (01 PAR),4810040 - TRANSFORMADOR BALUN PASSIVO DE VIDEO VB 503 B G2 (01 PAR),4810040 - TRANSFORMADOR BALUN PASSIVO DE VIDEO VB 503 B G2 (01 PAR)
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4842782,MODULO FOTOVOLTAICO POLICRISTALINO EMST 335P HC (OFF),SC,nov.-23,-,-,-
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4842791,MODULO FOTOVOLTAICO MONOCRISTALINO 72C EMST 380M (OFF),SC,nov.-23,-,-,-
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4842849,MODULO FOTOVOLTAICO MONOCRISTALINO 144C EMSH 550 HC OFF,SC,nov.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Digital Signage,1950250,ACESSORIOS DE INSTALACAO PARA VIDEO WALL AWL 7000,SC,out.-23,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Digital Signage,1950521,PAINEL DE LED DE 2.5 7025 FI,SC,out.-23,4950041 - PAINEL DE LED DE 2.5 LED 7025 FI,4950041 - PAINEL DE LED DE 2.5 LED 7025 FI,4950041 - PAINEL DE LED DE 2.5 LED 7025 FI
REDES,Redes Empresariais,Redes Empresariais,1980429,ACCESS POINT COM FILTRO INTELIGENTE E SYNC EPMP 2000 LITE,SC,out.-23,-,-,-
REDES,Redes Empresariais,Redes Empresariais,1980430,ANTENA SETORIAL C/ SUPORTE EPMP 5GHZ 90/120,SC,out.-23,-,-,-
REDES,Redes Empresariais,Redes Empresariais,1980431,ANTENA SMART EPMP 2000 5GHZ,SC,out.-23,-,-,-
CONSUMO,Comunicacao HO,Perifericos de TV,4143010,SMART BOX ANDROID TV IZY PLAY,SC,out.-23,-,-,-
CONSUMO,Fechaduras digitais,Fechaduras Digitais,4523003,Expositor Fechadura FR320,SC,out.-23,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4580076,GRAVADOR DIG.DE VIDEO NVD 1416 C/HD 4TB,AM,out.-23,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4580928,GRAVADOR DIG.DE VIDEO NVD 3316 C/HD 4TB,AM,out.-23,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4581057,GRAVADOR DIG.DE VIDEO NVD 1408P MANAUS,AM,out.-23,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4581058,GRAVADOR DIG.DE VIDEO NVD 1408P C/HD 1TB MANAUS,AM,out.-23,4580988 - NVD 1408-P c/HD 1TB AM - GRAVADOR DIGITAL DE VÍDEO EM REDE - 4 CANAIS - 4 PORTAS PoE - 4K - ATÉ 01 HD - LGPD - H.265+,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4581059,GRAVADOR DIG.DE VIDEO NVD 1408P C/HD 2TB MANAUS,AM,out.-23,4580987 - NVD 1408-P c/HD 2TB AM - GRAVADOR DIGITAL DE VÍDEO EM REDE - 4 CANAIS - 4 PORTAS PoE - 4K - ATÉ 01 HD - LGPD - H.265+,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,HD,4600190,DISCO RIGIDO 8TB WD8001PURP,SC,out.-23,4600194 - Disco Rígido WD Purple 18TB - WD181PURP,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4682074,Controlador de Acesso SS 3530 MF FACE,SC,out.-23,-,4680052 - CONTROLADOR DE ACESSO FACIAL SS 1530 MF W,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4682075,CONTROLADOR DE ACESSO SS 3530 MF FACE W,SC,out.-23,-,4680052 - CONTROLADOR DE ACESSO FACIAL SS 1530 MF W,-
REDES,Redes Empresariais,Radios Banda Larga,4750046,ROTEADOR DIGITAL S/FIO 5GHZ E 18DBI GIGA APC 5A-90,SC,out.-23,-,-,-
REDES,Redes Empresariais,Radios Banda Larga,4750049,ROTEADOR DIGITAL S/FIO 5GHZ E 23DBI - WOM 5A-23,SC,out.-23,-,-,-
REDES,Redes Empresariais,Radios Banda Larga,4750062,ROTEADOR DIGITAL S/FIO 5GHZ E 23DBI WOM 5A-23,SC,out.-23,-,-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760018,SWITCH 8 PORTAS GIGA C/VLAN FIXA-SG 800 VLAN,SC,out.-23,-,-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760030,SWITCH NAO GERENCIAVEL 8 PORTAS -SF800 VLAN,SC,out.-23,-,-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760050,SWITCH 8P FAST COM ANTI-SURTO - SF 800 Q+ ULTRA,SC,out.-23,-,-,-
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4760060,SWITCH 8P FAST COM VLAN FIXA E ANTI-SURTO -SF 800 VLAN ULTRA,SC,out.-23,-,-,-
ENERGIA,Nobreaks,Nobreak Baixa Potencia,4822012,Nobreak SENOIDAL SNB 700VA BIVOLT,SC,out.-23,4820060 - NOBREAK ATTIV SENO 700VA-BI SENOIDAL            ,4820060 - NOBREAK ATTIV SENO 700VA-BI SENOIDAL            ,-
ENERGIA,Nobreaks,Nobreak Baixa Potencia,4822013,Nobreak SENOIDAL SNB 1000VA BIVOLT,SC,out.-23,4820083 - NOBREAK ATTIV SENO 1000VA-BI SENOIDAL,4820083 - NOBREAK ATTIV SENO 1000VA-BI SENOIDAL,-
ENERGIA,Nobreaks,Nobreak Baixa Potencia,4822038,Nobreak SENOIDAL SNB 600VA-BI,SC,out.-23,4820060 - NOBREAK ATTIV SENO 700VA-BI SENOIDAL            ,4820060 - NOBREAK ATTIV SENO 700VA-BI SENOIDAL            ,-
CONSUMO,Fechaduras digitais,Fechaduras Digitais,4917001,EXPOSITOR C/ PORTA FECHADURA IFR7001,SC,out.-23,-,-,-
CONSUMO,Fechaduras digitais,Fechaduras Digitais,4917002,EXPOSITOR S/ PORTA FECHADURA IFR7000,SC,out.-23,-,-,-
REDES,Redes Empresariais,Radios Banda Larga,9940252,LICENCA DE SOFTWARE EPMP 2000 AP (10 LITE PARA 120 FULL),SC,out.-23,-,-,-
REDES,Redes Empresariais,-,9940253,LICENCA DE SOFTWARE EPMP WOM UPGRADE KEY 1 SUBSCRIBER,SC,out.-23,-,-,-
REDES,Redes Empresariais,Radios Banda Larga,9940254,LICENCA DE SOFTWARE EPMP WOM UPGRADE KEY 10 SUBSCRIBER,SC,out.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950014,CAMERA DE VIDEO IP BULLET VIP 9450 B FACE,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,1950024,GRAVADOR DIG. DE IMAGEM SVR 7164,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950062,CAMERA IP DE VIDEO SPEED DOME PANORAMICA VIP 9360 PAN IA,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950081,CAMERA IP DE VIDEO SPEED DOME VIP 7215 SD E,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950097,CAMERA IP DE VIDEO BULLET VIP 7860 Z,SC,set.-23,4950117 -CAMERA DE VIDEO IP BULLET VIP 3860 Z FT                     ,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950098,CAMERA IP DE VIDEO DOME VIP 7840 D Z,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950132,CAMERA IP DE VIDEO BULLET VIP 9250 Z IA,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950133,CAMERA IP DE VIDEO DOME VIP 7250 D IA,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950135,CAMERA IP DE VIDEO BULLET VIP 7250 B IA,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950136,CAMERA IP DE VIDEO DOME VIP 9440 D FACE,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950138,CAMERA DE VIDEO IP VIP 7225 FULL COLOR,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950143,CAMERA IP BULLET VIP 93200 LPR IA FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950256,CAMERA IP DE VIDEO VIP 91260 IA FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950261,CAMERA IP DE VIDEO DOME VIP 7830 D FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950265,CAMERA IP DE VIDEO BULLET VIP 7460 Z FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950270,CAMERA IP DE VIDEO DOME VIP 7240 D Z FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,-,1950273,CAMERA IP DE VIDEO DOME VIP 7440 D Z FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950278,CAMERA VIDEO IP SPEED DOME VIP 9445 SD IA FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950283,CAMERA IP DE VIDEO BULLET VIP 7830 MIC IA FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,NVR,1950286,STORAGE DE VIDEO SVS 7016 R FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950295,CAMERA IP DE VIDEO SPEED DOME VIP 7425 SD IA FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950333,CAMERA IP DE VIDEO FISHEYE VIP 7610 F FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950359,CAMERA IP DE VIDEO SPEED DOME VIP 7430 SD FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950383,CAMERA IP DE VIDEO BULLET VIP 7250 4G IA FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950386,CAMERA IP DE VIDEO DOME VIP 9440 D AC FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950407,CAMERA IP DE VIDEO BULLET VIP 9860 IA FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950424,CAMERA IP DE VIDEO BULLET VIP 7260 Z FT G2,SC,set.-23,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,1950429,DETECTOR DE METAIS TIPO PORTAL DMP 7118 FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950435,Câmera de Vídeo IR B VIP 94120 IA FT,SC,set.-23,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950529,CAMERA DE VIDEO IP BULLET VIP 7860 Z IA FT G2,SC,set.-23,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4129160,TELEFONE SEM FIO AUDIOCONFERENCIA TS 9160 PRETO,SC,set.-23,-,4290100 - AUDIOCONFERENCIA CAP 100 USB        ,-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4390163,CENTRAL ALARME INTELBRAS AMT 2008 RF,MG,set.-23,-,4543512 - CENTRAL ALARME CONTRA ROUBO INTELBRAS ANM 24 NET	,4543512 - CENTRAL ALARME CONTRA ROUBO INTELBRAS ANM 24 NET	
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4543523,CENTRAL ALARME INTELBRAS ANM 3004 ST COM BATERIA,MG,set.-23,-,4543512 - CENTRAL ALARME CONTRA ROUBO INTELBRAS ANM 24 NET	,4543512 - CENTRAL ALARME CONTRA ROUBO INTELBRAS ANM 24 NET	
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4543540,CENTRAL ALARME INTELBRAS AMT 2018 E3G,MG,set.-23,-,4543578 - CENTRAL ALARME INTRUSAO AMT 2018 E SMART	,4543578 - CENTRAL ALARME INTRUSAO AMT 2018 E SMART	
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4543552,CENTRAL ALARME INTRUSAO AMT 2018 E COM BATERIA,MG,set.-23,-,4390179 - CENTRAL ALARME INTRUSAO INTELBRAS AMT 2018 E	,4390179 - CENTRAL ALARME INTRUSAO INTELBRAS AMT 2018 E	
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4543553,CENTRAL ALARME INTRUSAO AMT 2018 EG COM BATERIA,MG,set.-23,-,4543578 - CENTRAL ALARME INTRUSAO AMT 2018 E SMART	,4543578 - CENTRAL ALARME INTRUSAO AMT 2018 E SMART	
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4580026,GRAVADOR DIG.DE VIDEO NVD 1416 C/HD 2TB,AM,set.-23,4580985 - NVD 1416 c/HD 2TB AM - GRAVADOR DIGITAL DE VÍDEO EM REDE - 16 CANAIS - 4K - ATÉ 01 HD - LGPD - H.265+,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4580101,GRAVADOR DIG.DE VIDEO NVD 1416 C/HD 1TB,AM,set.-23,4580986 - NVD 1416 c/HD 1TB AM - GRAVADOR DIGITAL DE VÍDEO EM REDE - 16 CANAIS - 4K - ATÉ 01 HD - LGPD - H.265+,-,-
